estimating the workload which takes just one milli-second...
end estimation
0	1	1
0	1	2
0	2	3
0	3	4
0	4	5
0	5	6
0	6	7
0	7	8
0	8	9
0	9	10
0	10	11
0	11	12
0	12	13
0	13	14
0	14	15
0	14	16
0	15	17
0	16	18
0	17	19
0	18	20
0	19	21
0	20	22
0	22	23
0	22	24
0	23	25
0	24	26
0	25	27
0	26	28
0	27	29
0	28	30
0	29	31
0	30	32
0	31	33
0	31	34
0	32	35
0	33	36
0	34	37
0	35	38
0	37	39
0	38	40
0	39	41
0	39	42
0	40	43
0	41	44
0	42	45
0	43	46
0	44	47
0	45	48
0	46	49
0	47	50
0	48	51
0	49	52
0	49	53
0	51	54
0	52	55
0	53	56
0	54	57
0	55	58
0	56	59
0	57	60
0	58	61
0	59	62
0	60	63
0	60	64
0	61	65
0	62	66
0	63	67
0	64	68
0	66	69
0	67	70
0	68	71
0	69	72
0	70	73
0	70	74
0	71	75
0	72	76
0	73	77
0	74	78
0	75	79
0	76	80
0	77	81
0	78	82
0	79	83
0	80	84
0	82	85
0	83	86
0	84	87
0	85	88
0	86	89
0	86	90
0	87	91
0	88	92
0	89	93
0	90	94
0	91	95
0	92	96
0	93	97
0	94	98
0	95	99
0	96	100
